ID,Station,Year,Source,Latitude,Longitude,Depth,Algae,Pebble,Gravel,Sand,Mud,Seagrass,Habitat
1026,SA.C6.250913.F1.3,2013,UOG,55.44315,-5.3031,13.8,0.63,0.22,0.03,0,0,0,Algae
1027,SA.C5.6.250913.F3.3,2013,UOG,55.4391333,-5.2807,13.8,0.81,0.12,0,0,0,0,Algae
1028,SA.F1.300614.C4.1,2014,UOG,55.41575,-5.227416667,42,0,0,0,0,0.45,0,Mud
1029,SA.F3.300614.C4.2,2014,UOG,55.42066667,-5.219533333,34,0,0,0,0,0.6,0,Mud
1030,SA.F2.300614.C4.3,2014,UOG,55.41761667,-5.2121,40,0,0,0,0,0.51,0,Mud
1031,SA.F1.300614.C4.4,2014,UOG,55.4173,-5.2278,40,0,0,0,0,0.29,0,Mud
1032,SA.F3.300614.C4.5,2014,UOG,55.424,-5.207966667,30.9,0,0,0,0,0.54,0,Mud
1033,SA.F2.300614.C4.6,2014,UOG,55.41493333,-5.201716667,45,0,0,0,0,0.54,0,Mud
1034,SA.F2.010714.C3.1,2014,UOG,55.41806667,-5.146966667,29.7,0.18,0.04,0.19,0.14,0,0,Gravel
1035,SA.F3.010714.C3.2,2014,UOG,55.42968333,-5.16765,22.8,0.27,0.1,0.36,0,0,0,Gravel
1036,SA.F1.010714.C3.3,2014,UOG,55.43226667,-5.156066667,18.9,0.03,0.16,0.28,0,0,0,Gravel
1037,SA.F2.010714.C3.4,2014,UOG,55.41801667,-5.155333333,30,0,0.21,0.32,0,0,0,Gravel
1038,SA.F3.010714.C3.5,2014,UOG,55.4336,-5.162283333,15.3,0.14,0.16,0.44,0,0,0,Gravel
1039,SA.F1.010714.C3.6,2014,UOG,55.4337,-5.14845,19.4,0,0.27,0.24,0,0,0,Pebble
1040,SA.F1.010714.C3.7,2014,UOG,55.42545,-5.108966667,29.9,0,0.12,0.03,0.42,0,0,Sand
1041,SA.F3.010714.C3.8,2014,UOG,55.42861667,-5.11095,20.3,0,0.16,0.59,0.02,0,0,Gravel
1042,SA.F2.010714.C3.9,2014,UOG,55.43581667,-5.103616667,13.2,0.1,0.34,0.31,0,0,0,Pebble
1043,SA.F1.010714.C3.10,2014,UOG,55.43171667,-5.097433333,16.6,0.58,0,0,0,0,0,Algae
1044,SA.F3.010714.C3.11,2014,UOG,55.43595,-5.09865,26.4,0,0.05,0.57,0,0,0,Gravel
1045,SA.F2.010714.C3.12,2014,UOG,55.44106667,-5.094783333,17.4,0.17,0.08,0.41,0,0,0,Gravel
1046,SA.F2.030714.C1.1,2014,UOG,55.56261667,-5.081383333,38.4,0,0,0,0,0.42,0,Mud
1047,SA.F1.030714.C1.2,2014,UOG,55.55808333,-5.079016667,34.2,0,0,0,0,0.56,0,Mud
1048,SA.F3.030714.C1.3,2014,UOG,55.56026667,-5.073416667,19.7,0,0.06,0.29,0.29,0,0,Gravel
1049,SA.F2.030714.C1.4,2014,UOG,55.55741667,-5.074066667,35.8,0,0,0,0,0.51,0,Mud
1050,SA.F1.030714.C1.5,2014,UOG,55.55333333,-5.07745,32.8,0,0.09,0,0,0.47,0,Mud
1051,SA.F3.030714.C1.6,2014,UOG,55.55466667,-5.06685,23,0,0.19,0,0,0.18,0,Pebble
1052,SA.F3.030714.C1.7,2014,UOG,55.54341667,-5.087083333,21.3,0,0.14,0.9,0.34,0,0,Gravel
1053,SA.F2.030714.C1.9,2014,UOG,55.54141667,-5.093366667,24.1,0,0,0,0,0.51,0,Mud
1054,SA.F3.030714.C1.10,2014,UOG,55.5393,-5.087266667,20.6,0,0.06,0.45,0.25,0,0,Gravel
1055,SA.F1.030714.C1.11,2014,UOG,55.53695,-5.09775,30.4,0,0,0,0,0.36,0,Mud
1056,SA.F2.030714.C1.12,2014,UOG,55.5361,-5.089833333,9.6,0.59,0.06,0.05,0.04,0,0,Algae
1057,SA.F2.070714.C2.1,2014,UOG,55.4921,-5.087483333,8.7,0.13,0,0,0.66,0,0,Sand
1058,SA.F1.070714.C2.2,2014,UOG,55.48388333,-5.088416667,6.1,0,0,0,0.57,0,0,Sand
1059,SA.F3.070714.C2.3,2014,UOG,55.48803333,-5.0827,26,0,0,0,0,0.47,0,Mud
1060,SA.F2.070714.C2.4,2014,UOG,55.47591667,-5.0833,4.2,0.03,0,0,0.73,0,0,Sand
1061,SA.F1.070714.C2.5,2014,UOG,55.47918333,-5.08435,4.1,0.03,0,0,0.71,0,0,Sand
1062,SA.F3.070714.C2.6,2014,UOG,55.47901667,-5.076233333,31,0,0,0,0,0.41,0,Mud
1063,SA.F3.070714.C2.7,2014,UOG,55.50026667,-5.075033333,30.6,0,0,0,0,0.47,0,Mud
1064,SA.F1.070714.C2.8,2014,UOG,55.50488333,-5.069566667,19.8,0,0.16,0.42,0,0,0,Gravel
1065,SA.F2.070714.C2.9,2014,UOG,55.5093,-5.066833333,11.9,0.47,0,0.2,0.02,0,0,Algae
1066,SA.F2.070714.C1.10,2014,UOG,55.52496667,-5.060483333,31.7,0,0.5,0,0.25,0,0,Pebble
1067,SA.F1.070714.C1.11,2014,UOG,55.5303,-5.069116667,22,0,0.29,0.22,0,0,0,Pebble
1068,SA.F3.070714.C1.12,2014,UOG,55.52831667,-5.063233333,44.6,0,0,0,0,0.38,0,Mud
1069,SA.F1.280714.C4.1,2014,UOG,55.42908333,-5.1771,16.6,0,0.18,0.47,0,0,0,Gravel
1070,SA.F2.280714.C4.2,2014,UOG,55.4271,-5.187633333,19.2,0.03,0.19,0.53,0,0,0,Gravel
1071,SA.F3.280714.C4.3,2014,UOG,55.42913333,-5.19655,14.7,0.39,0,0,0,0,0,Algae
1072,SA.F3.280714.C4.4,2014,UOG,55.42978333,-5.2114,15.6,0.81,0,0,0,0,0,Algae
1073,SA.F2.280714.C4.5,2014,UOG,55.43031667,-5.22175,11.6,0.89,0,0,0,0,0,Algae
1074,SA.F1.280714.C4.6,2014,UOG,55.4263,-5.2224,26,0,0.12,0.46,0.06,0,0,Gravel
1075,SA.F1.280714.C4.7,2014,UOG,55.42493333,-5.179583333,29.2,0,0.08,0,0.38,0,0,Sand
1076,SA.F2.280714.C4.8,2014,UOG,55.4273,-5.167466667,31.1,0,0.15,0.08,0.5,0,0,Sand
1077,SA.F3.280714.C3.9,2014,UOG,55.43316667,-5.163883333,16.5,0.09,0.44,0.23,0,0,0,Pebble
1078,SA.F3.280714.C3.10,2014,UOG,55.43511667,-5.155183333,16.6,0.06,0.24,0.55,0,0,0,Gravel
1079,SA.F2.280714.C3.11,2014,UOG,55.43138333,-5.1479,21.8,0.14,0.2,0.38,0,0,0,Gravel
1080,SA.F1.280714.C3.12,2014,UOG,55.42725,-5.153133333,28.6,0,0.04,0.05,0.42,0,0,Sand
1081,SA.F1.290714.C2.1,2014,UOG,55.5001,-5.085516667,4.2,0.07,0,0,0.66,0,0,Sand
1082,SA.F2.290714.C2.2,2014,UOG,55.49551667,-5.08835,5.6,0.07,0.01,0,0.76,0,0,Sand
1083,SA.F3.290714.C2.3,2014,UOG,55.49033333,-5.090616667,4.3,0.12,0.02,0,0.18,0,0.59,Seagrass
1084,SA.F3.290714.C2.4,2014,UOG,55.48496667,-5.089516667,4.3,0,0,0,0.86,0,0,Sand
1085,SA.F2.290714.C2.5,2014,UOG,55.47618333,-5.084166667,5.5,0,0,0,0.73,0,0.21,Sand
1086,SA.F1.290714.C2.6,2014,UOG,55.4721,-5.081616667,5.4,0.05,0,0,0.49,0,0.37,Sand
1087,SA.F1.290714.C2.7,2014,UOG,55.50385,-5.0651,22.5,0.05,0.08,0.28,0,0,0,Gravel
1088,SA.F2.290714.C2.8,2014,UOG,55.50805,-5.066716667,19.3,0.16,0.19,0.28,0,0,0,Gravel
1089,SA.F3.290714.C2.9,2014,UOG,55.50893333,-5.059016667,21.4,0.13,0.9,0.53,0,0,0,Gravel
1090,SA.F1.290714.C2.10,2014,UOG,55.50348333,-5.06735,22.9,0.02,0.36,0,0.29,0,0,Pebble
1091,SA.F2.290714.C2.11,2014,UOG,55.5088,-5.070066667,28.9,0.17,0.14,0.19,0,0,0,Gravel
1092,SA.F3.290714.C2.12,2014,UOG,55.50981667,-5.061716667,10.6,0.67,0.03,0.13,0,0,0,Algae
1093,SA.F2.310714.C3.1,2014,UOG,55.44038333,-5.098683333,12.4,0.12,0.12,0.54,0,0,0,Gravel
1094,SA.F3.310714.C3.2,2014,UOG,55.44258333,-5.08985,14,0.29,0.13,0.09,0.46,0,0,Sand
1095,SA.F1.310714.C3.3,2014,UOG,55.44411667,-5.08135,42.2,0,0,0,0,0.49,0,Mud
1096,SA.F1.310714.C3.4,2014,UOG,55.4503,-5.086283333,10.8,0.45,0,0.15,0,0,0,Algae
1097,SA.F3.310714.C3.5,2014,UOG,55.45196667,-5.077666667,31.3,0.02,0.03,0,0.45,0,0,Sand
1098,SA.F2.310714.C3.6,2014,UOG,55.4569,-5.07655,20.6,0.16,0.08,0.37,0,0,0,Gravel
1099,SA.F1.310714.C3.7,2014,UOG,55.45135,-5.085183333,13.9,0.36,0.05,0.26,0,0,0,Algae
1100,SA.F3.310714.C3.8,2014,UOG,55.4538,-5.076066667,34.5,0,0,0,0,0.44,0,Mud
1101,SA.F2.310714.C3.9,2014,UOG,55.45906667,-5.073616667,19.3,0.19,0.08,0.12,0.23,0,0,Sand
1102,SA.F2.310714.C2.10,2014,UOG,55.46858333,-5.075216667,26.7,0.14,0.04,0.03,0.34,0,0,Sand
1103,SA.F1.310714.C2.11,2014,UOG,55.4741,-5.080483333,24.6,0.06,0,0,0.55,0,0,Sand
1104,SA.F3.310714.C2.12,2014,UOG,55.47663333,-5.07415,36.3,0,0,0,0,0.54,0,Mud
1105,SA.F2.010814.C1.1,2014,UOG,55.55403333,-5.075283333,42.2,0,0,0,0,0.49,0,Mud
1106,SA.F3.010814.C1.2,2014,UOG,55.54815,-5.0743,21.3,0.03,0.11,0.14,0.36,0,0,Sand
1107,SA.F1.010814.C1.3,2014,UOG,55.55123333,-5.079916667,17.6,0.08,0.24,0.41,0,0,0,Gravel
1108,SA.F2.010814.C1.4,2014,UOG,55.54223333,-5.097283333,15.7,0,0.07,0.23,0.42,0,0,Sand
1109,SA.F3.010814.C1.5,2014,UOG,55.53496667,-5.096333333,20.8,0.14,0.03,0.16,0.46,0,0,Sand
1110,SA.F1.010814.C1.6,2014,UOG,55.53823333,-5.0913,25.9,0.13,0.12,0.41,0.09,0,0,Gravel
1111,SA.F2.010814.C1.7,2014,UOG,55.5434,-5.070633333,33,0,0,0,0,0.43,0,Mud
1112,SA.F3.010814.C1.8,2014,UOG,55.5449,-5.079533333,17.6,0,0.27,0.42,0.11,0,0,Gravel
1113,SA.F1.010814.C1.9,2014,UOG,55.53956667,-5.078316667,7.4,0.7,0.06,0.08,0,0,0,Algae
1114,SA.F2.010814.C1.10,2014,UOG,55.5361,-5.07335,7.2,0.56,0,0.07,0,0,0,Algae
1115,SA.F3.010814.C1.11,2014,UOG,55.53455,-5.06695,20.9,0.11,0.06,0.16,0.26,0,0,Sand
1116,SA.F1.010814.C1.12,2014,UOG,55.5368,-5.061616667,29.5,0.82,0,0,0,0,0,Algae
1117,SA.F1.260814.C1.1,2014,UOG,55.54351667,-5.084633333,18.7,0.02,0.07,0.49,0.12,0,0,Gravel
1118,SA.F2.260814.C1.2,2014,UOG,55.54555,-5.0899,15,0.72,0,0,0.15,0,0,Algae
1119,SA.F3.260814.C1.3,2014,UOG,55.54226667,-5.0955,21.1,0,0.06,0.12,0.52,0,0,Sand
1120,SA.F3.260814.C1.4,2014,UOG,55.53788333,-5.097833333,30,0,0.02,0,0,0.58,0,Mud
1121,SA.F2.260814.C1.5,2014,UOG,55.53473333,-5.0928,16.6,0.02,0.03,0.37,0.37,0,0,Gravel
1122,SA.F1.260814.C1.6,2014,UOG,55.53815,-5.087083333,21.3,0.04,0.3,0.4,0,0,0,Gravel
1123,SA.F1.260814.C1.7,2014,UOG,55.54488333,-5.074433333,21,0,0.02,0.15,0.43,0,0,Sand
1124,SA.F2.260814.C1.8,2014,UOG,55.54753333,-5.080083333,10.8,0.39,0.08,0.34,0,0,0,Algae
1125,SA.F3.260814.C1.9,2014,UOG,55.55128333,-5.073716667,45,0,0,0,0,0.47,0,Mud
1126,SA.F3.260814.C1.10,2014,UOG,55.5669,-5.08735,36.7,0,0,0,0,0.55,0,Mud
1127,SA.F1.260814.C1.11,2014,UOG,55.56268333,-5.094183333,13.3,0.07,0.14,0.26,0.13,0,0,Gravel
1128,SA.F2.260814.C1.12,2014,UOG,55.56753333,-5.0982,25.8,0,0.06,0.39,0.15,0,0,Gravel
1129,SA.F2.270814.C2.1,2014,UOG,55.46811667,-5.077366667,6.1,0.18,0.04,0.72,0,0,0,Gravel
1130,SA.F3.270814.C2.2,2014,UOG,55.4653,-5.0729,24.9,0,0,0.42,0.11,0,0,Gravel
1131,SA.F1.270814.C2.3,2014,UOG,55.47023333,-5.069783333,29.2,0,0,0.03,0,0.38,0,Mud
1132,SA.F1.270814.C2.4,2014,UOG,55.47321667,-5.073233333,30.9,0,0.03,0,0,0.38,0,Mud
1133,SA.F3.270814.C2.5,2014,UOG,55.47018333,-5.0799,4.7,0,0,0,0,0,0.85,Seagrass
1134,SA.F2.270814.C2.6,2014,UOG,55.47298333,-5.0824,4.3,0,0.02,0,0.35,0,0.57,Seagrass
1135,SA.F2.270814.C2.7,2014,UOG,55.49698333,-5.087283333,6.6,0.16,0,0,0.27,0,0.49,Seagrass
1136,SA.F1.270814.C2.8,2014,UOG,55.5008,-5.081966667,8.4,0.51,0.04,0.14,0,0,0,Algae
1137,SA.F3.270814.C2.9,2014,UOG,55.49865,-5.076866667,30.1,0,0,0,0,0.61,0,Mud
1138,SA.F3.270814.C2.10,2014,UOG,55.5149,-5.05745,13,0,0.07,0.73,0,0,0,Gravel
1139,SA.F2.270814.C2.11,2014,UOG,55.51723333,-5.0552,41.4,0,0,0,0,0.51,0,Mud
1140,SA.F1.270814.C2.12,2014,UOG,55.5194,-5.05915,15.6,0.18,0.23,0.23,0,0,0,Gravel
1141,SA.F1.010914.C4.1,2014,UOG,55.42756667,-5.20395,17.7,0.07,0.2,0.29,0,0,0,Gravel
1142,SA.F2.010914.C4.2,2014,UOG,55.43028333,-5.210616667,11.4,0.81,0,0,0,0,0,Algae
1143,SA.F3.010914.C4.3,2014,UOG,55.42636667,-5.213616667,22.3,0.04,0.17,0.25,0.13,0,0,Gravel
1144,SA.F3.010914.C4.4,2014,UOG,55.42546667,-5.19215,20.9,0,0.14,0.18,0.04,0,0,Gravel
1145,SA.F2.010914.C4.5,2014,UOG,55.42875,-5.183466667,16.8,0.26,0.18,0.12,0,0,0,Algae
1146,SA.F1.010914.C4.6,2014,UOG,55.4319,-5.1766,12.9,0.8,0,0,0,0,0,Algae
1147,SA.F3.010914.C4.7,2014,UOG,55.42308333,-5.193516667,31.8,0,0.06,0.12,0.48,0,0,Sand
1148,SA.F1.010914.C4.8,2014,UOG,55.4198,-5.1856,36.7,0,0,0,0,0.41,0,Mud
1149,SA.F2.010914.C4.9,2014,UOG,55.41513333,-5.19025,42.2,0,0,0,0,0.45,0,Mud
1150,SA.F2.010914.C4.10,2014,UOG,55.4266,-5.1487,29.1,0,0,0.09,0.41,0,0,Sand
1151,SA.F1.010914.C3.11,2014,UOG,55.42971667,-5.13575,20.2,0,0.06,0.55,0,0,0,Gravel
1152,SA.F3.020914.C3.1,2014,UOG,55.4296,-5.11525,9.1,0.7,0,0.12,0,0,0,Algae
1153,SA.F1.020914.C3.2,2014,UOG,55.43398333,-5.113333333,6.1,0.58,0,0.18,0,0,0,Algae
1154,SA.F2.020914.C3.3,2014,UOG,55.4378,-5.10685,6.2,0.91,0,0,0,0,0,Algae
1155,SA.F2.020914.C3.4,2014,UOG,55.43146667,-5.1014,27.4,0,0.08,0.17,0.45,0,0,Sand
1156,SA.F3.020914.C3.5,2014,UOG,55.43421667,-5.095033333,33.7,0,0,0,0.46,0,0,Sand
1157,SA.F1.020914.C3.6,2014,UOG,55.43596667,-5.086566667,35.7,0,0,0,0.37,0,0,Sand
1158,SA.F1.020914.C3.7,2014,UOG,55.43925,-5.078416667,47.2,0,0,0,0,0.48,0,Mud
1159,SA.F2.020914.C3.8,2014,UOG,55.44485,-5.079616667,41.5,0,0,0,0,0.51,0,Mud
1160,SA.F3.020914.C3.9,2014,UOG,55.4498,-5.076716667,40.7,0,0,0,0,0.45,0,Mud
1161,SA.F3.020914.C3.10,2014,UOG,55.44851667,-5.08865,10.5,0.86,0,0,0,0,0,Algae
1162,SA.F1.020914.C3.11,2014,UOG,55.45291667,-5.082766667,11.2,0.19,0,0,0.52,0,0,Sand
1163,SA.F2.020914.C3.12,2014,UOG,55.45726667,-5.076866667,15.3,0.07,0.21,0.12,0.23,0,0,Sand
1164,SA.F2.150914.C3.1,2014,UOG,55.43225,-5.111933333,9.9,0.51,0.29,0.04,0,0,0,Algae
1165,SA.F3.150914.C3.2,2014,UOG,55.42775,-5.113633333,12.5,0.61,0.03,0.29,0,0,0,Algae
1166,SA.F1.150914.C3.3,2014,UOG,55.42665,-5.1058,27.2,0,0.08,0.08,0.42,0,0,Sand
1167,SA.F1.150914.C4.4,2014,UOG,55.42741667,-5.125633333,8.3,0.7,0.17,0,0,0,0,Algae
1168,SA.F2.150914.C4.5,2014,UOG,55.43161667,-5.12885,12.7,0.64,0.12,0.16,0,0,0,Algae
1169,SA.F3.150914.C4.6,2014,UOG,55.43583333,-5.127116667,9.6,0.66,0.09,0.28,0,0,0,Algae
1170,SA.F3.150914.C4.7,2014,UOG,55.43795,-5.135966667,9.8,0.92,0,0,0,0,0,Algae
1171,SA.F1.150914.C4.8,2014,UOG,55.43465,-5.1439,15.5,0.04,0.03,0.52,0,0,0,Gravel
1172,SA.F2.150914.C4.9,2014,UOG,55.429,-5.142033333,22.3,0,0.13,0.03,0.39,0,0,Sand
1173,SA.F2.150914.C3.10,2014,UOG,55.42583333,-5.099766667,33.8,0.01,0.03,0.08,0.31,0,0,Sand
1174,SA.F3.150914.C3.11,2014,UOG,55.4307,-5.104266667,27.6,0,0.12,0.17,0.54,0,0,Sand
1175,SA.F1.150914.C3.12,2014,UOG,55.43568333,-5.10775,10.4,0.26,0.34,0.25,0,0,0,Pebble
1176,SA.F1.160914.C4.1,2014,UOG,55.42025,-5.225316667,35.2,0,0,0,0,0.53,0,Mud
1177,SA.F2.160914.C4.2,2014,UOG,55.42645,-5.2232,24.8,0,0.25,0.18,0.21,0,0,Pebble
1178,SA.F3.160914.C4.3,2014,UOG,55.43055,-5.218666667,10.5,0.83,0.08,0,0,0,0,Algae
1179,SA.F3.160914.C4.4,2014,UOG,55.42995,-5.199033333,12.1,0.73,0,0.03,0,0,0,Algae
1180,SA.F2.160914.C4.5,2014,UOG,55.42511667,-5.1998,24.1,0,0.5,0.23,0.09,0,0,Pebble
1181,SA.F1.160914.C4.6,2014,UOG,55.4195,-5.203,39.9,0,0,0,0,0.58,0,Mud
1182,SA.F1.160914.C4.7,2014,UOG,55.41601667,-5.18005,41.3,0,0,0,0,0.54,0,Mud
1183,SA.F3.160914.C4.8,2014,UOG,55.4214,-5.1796,34.5,0,0.05,0.04,0.41,0,0,Sand
1184,SA.F2.160914.C4.9,2014,UOG,55.42686667,-5.17995,23.5,0,0,0.85,0,0,0,Gravel
1185,SA.F2.160914.C4.10,2014,UOG,55.44488333,-5.094383333,10.6,0.92,0,0,0,0,0,Algae
1186,SA.F3.160914.C4.11,2014,UOG,55.44596667,-5.087316667,19.9,0,0.07,0.43,0.21,0,0,Gravel
1187,SA.F1.160914.C4.12,2014,UOG,55.44191667,-5.084516667,37.6,0.02,0,0,0.6,0,0,Sand
1188,SA.F3.170914.C2.1,2014,UOG,55.47453333,-5.069266667,41.1,0,0,0,0,0.47,0,Mud
1189,SA.F2.170914.C2.2,2014,UOG,55.46965,-5.074083333,28.9,0.07,0.06,0,0.59,0,0,Sand
1190,SA.F1.170914.C2.3,2014,UOG,55.47201667,-5.0816,5.6,0,0,0,0.15,0,0.68,Seagrass
1191,SA.F3.170914.C2.4,2014,UOG,55.47255,-5.071583333,32.8,0,0.02,0,0,0.43,0,Mud
1192,SA.F2.170914.C2.5,2014,UOG,55.46873333,-5.07895,5.1,0,0,0,0.09,0,0.83,Seagrass
1193,SA.F1.170914.C2.7,2014,UOG,55.48806667,-5.089866667,5.2,0.05,0,0,0.73,0,0.06,Sand
1194,SA.F3.170914.C2.8,2014,UOG,55.49371667,-5.088366667,5.7,0.02,0,0,0.9,0,0,Sand
1195,SA.F2.170914.C2.9,2014,UOG,55.49883333,-5.086566667,4.9,0.18,0,0,0.22,0,0.63,Seagrass
1196,SA.F2.170914.C2.10,2014,UOG,55.50441667,-5.078916667,12.8,0.04,0,0.09,0.78,0,0,Sand
1197,SA.F3.170914.C2.11,2014,UOG,55.50605,-5.064033333,13,0.19,0.11,0.22,0.16,0,0,Gravel
1198,SA.F1.170914.C2.12,2014,UOG,55.50741667,-5.07,31.5,0.04,0.18,0.08,0.28,0,0,Sand
1199,SA.F1.180914.C1.1,2014,UOG,55.56518333,-5.083266667,37.2,0,0,0,0,0.5,0,Mud
1200,SA.F2.180914.C1.2,2014,UOG,55.56195,-5.08825,21.7,0,0.08,0.52,0,0,0,Gravel
1201,SA.F3.180914.C1.3,2014,UOG,55.55576667,-5.085466667,23.2,0,0.07,0.59,0.06,0,0,Gravel
1202,SA.F3.180914.C1.4,2014,UOG,55.54328333,-5.0814,12.2,0.67,0,0.28,0,0,0,Algae
1203,SA.F1.180914.C1.5,2014,UOG,55.54628333,-5.0853,6.1,0.84,0,0,0,0,0,Algae
1204,SA.F2.180914.C1.6,2014,UOG,55.53815,-5.084283333,10.8,0.15,0.26,0.43,0,0,0,Gravel
1205,SA.F2.180914.C1.7,2014,UOG,55.53295,-5.090866667,14.6,0.14,0.07,0,0.62,0,0,Sand
1206,SA.F3.180914.C1.8,2014,UOG,55.53701667,-5.09595,26.2,0,0.04,0.02,0.64,0,0,Sand
1207,SA.F1.180914.C1.9,2014,UOG,55.5401,-5.102533333,10.2,0.32,0.35,0.04,0,0,0,Pebble
1208,SA.F1.180914.C1.10,2014,UOG,55.53855,-5.0832,46,0,0,0,0,0.44,0,Mud
1209,SA.F2.180914.C1.11,2014,UOG,55.53513333,-5.06155,30.4,0.02,0.05,0,0.75,0,0,Sand
1210,SA.F3.180914.C1.12,2014,UOG,55.53348333,-5.07015,16.7,0.11,0.21,0.4,0.09,0,0,Gravel
